"county_fips","per_smoking","pred_outcome"
"16043",13.6,15.7630491256714
"16045",13.1,16.6823844909668
"16047",16.5,17.7620658874512
"16049",16.1,15.5230941772461
"16051",15.5,14.8763599395752
"16053",15.7,18.614128112793
"16055",12.9,14.9616088867188
"16057",9.7,12.6321172714233
"16059",13.4,15.3236980438232
"16061",16.5,17.6320381164551
"16063",15.7,19.2769966125488
"16065",11.4,14.9211292266846
"16067",15.6,18.1379699707031
"16069",13,14.2325372695923
"16071",12.4,17.5820236206055
"16073",15.6,18.8132610321045
"16075",16.6,17.5609188079834
"16077",14.7,18.3510322570801
"16079",19.9,19.633337020874
"16081",11.7,13.8326168060303
"16083",12.9,16.518009185791
"16085",15.4,12.7749395370483
"16087",13.8,17.4405937194824
"17001",15.8,15.4048118591309
"17003",21,22.6373081207275
"17005",20.4,18.7885112762451
"17007",17.2,15.6403913497925
"17009",19.4,19.2978172302246
"17011",18.7,16.6610431671143
"17013",14,15.986364364624
"17015",14.8,17.9644527435303
"17017",17,18.0633106231689
"17019",13.6,13.8494853973389
"17021",17.2,17.9009094238281
"17023",14.8,15.895637512207
"17025",18.6,19.4507675170898
"17027",15.2,16.5599479675293
"17029",16.4,16.9243392944336
"17031",12.2,11.9980792999268
