"county_fips","per_heartD","pred_outcome"
"17131",8.3,7.85202083333332
"17133",6.6,6.45955833333334
"17135",8.1,7.94516249999998
"17137",8,7.6476375
"17139",7.3,7.23385416666666
"17141",8.1,6.90738333333332
"17143",6.7,6.40956666666665
"17145",9.3,7.95351249999999
"17147",7.2,6.70519583333333
"17149",8.7,8.05574999999998
"17151",10.4,9.08873750000003
"17153",9.5,9.657525
"17155",8,7.54909583333331
"17157",8.2,7.96009166666666
"17159",8.5,7.95724166666665
"17161",7.4,7.06038749999999
"17163",6.7,6.36291250000002
"17165",8.8,8.19447083333332
"17167",6.7,6.66484166666666
"17169",9,8.28199583333332
"17171",7.8,7.86035416666665
"17173",8.7,7.67104166666668
"17175",8.2,8.07618749999999
"17177",8.8,8.11301666666665
"17179",7.3,6.83887916666665
"17181",8.6,8.38096666666667
"17183",8.8,7.66065416666667
"17185",8.9,8.13833333333331
"17187",8.1,7.29511249999998
"17189",7.6,7.38471666666666
"17191",8.7,8.35998333333334
"17193",9.9,8.6131625
"17195",7.8,7.93571249999999
"17197",5.4,5.26684583333332
"17199",7.6,7.21724166666665
"17201",8.1,6.73973749999999
"17203",7.8,6.43089166666666
"18001",9.5,7.65065416666666
"18003",7.3,6.35367916666667
"18005",7.2,6.37260416666668
"18007",9.4,7.4734375
"18009",10.1,8.22489166666666
"18011",6.3,5.23839583333331
"18013",9,7.84759583333331
"18015",8.3,7.47145416666666
"18017",9.1,7.76127083333334
"18019",7.1,6.50412083333334
"18021",8,7.15505416666665
"18023",8,7.0343125
"18025",9.7,8.96125416666664
"18027",8.8,7.18064999999999
"18029",7.4,7.16700000000002
"18031",7.4,7.03977916666667
"18033",7.2,7.16552083333333
"18035",8,7.24303750000002
"18037",7.9,6.98340833333333
"18039",7.9,6.69894999999999
"18041",10.2,7.9884375
"18043",7.9,6.58789166666667
"18045",8.3,7.9569875
"18047",8,7.46362916666668
"18049",9.6,7.69242916666666
"18051",8.5,7.06769166666666
"18053",8.8,7.64826250000002
"18055",8.9,7.79482499999999
"18057",5.2,4.91918333333333
"18059",7,6.01532916666668
"18061",8.5,7.10529583333331
"18063",6.2,5.27822083333332
"18065",8.6,7.67666666666668
"18067",8.2,7.47514166666669
"18069",7.9,7.31102499999999
"18071",8.6,7.0824375
"18073",7.7,7.1403125
"18075",9.7,7.92136666666666
"18077",8.2,7.52380416666667
"18079",8,7.63780416666667
"18081",6.7,5.99665833333334
"18083",8.4,7.2169
"18085",7.8,7.199175
"18087",8.1,7.1626875
"18089",7.7,6.712575
"18091",8.4,7.39759583333334
"18093",9.3,7.44944583333332
"18095",8.1,7.42027500000003
"18097",6.8,5.98759583333335
"18099",8.2,7.38905833333333
"18101",9.5,7.98944166666667
"18103",8.3,7.70950833333333
"18105",5.9,5.36380416666666
"18107",9.1,7.39567083333334
"18109",8.3,7.14904583333333
"18111",8.8,7.81192499999999
"18113",7.5,7.15407083333332
"18115",9.3,7.98650000000001
"18117",8.8,7.93863333333333
"18119",9.2,7.8245375
"18121",8.8,8.22528749999998
"18123",8.4,7.21507083333331
"18125",8.9,7.98192083333332
"18127",7.1,6.40472916666666
"18129",7.7,7.48834999999999
"18131",9.2,7.91785416666666
"18133",7.5,6.88286666666665
"18135",9.6,7.98261666666666
"18137",8.3,7.39167083333334
"18139",8.3,7.6597125
"18141",7.3,6.09694583333334
"18143",9.4,7.97482916666666
"18145",8.4,7.19056666666668
"18147",8.2,7.47229999999999
"18149",8.6,7.96193333333331
"18151",8.1,7.59992916666667
"18153",8.5,7.85372083333333
"18155",8.8,8.28730833333333
"18157",5.8,4.86392083333331
"18159",8.5,7.61758749999998
"18161",8.3,7.51563750000002
"18163",7.3,7.12384583333334
"18165",8.4,7.57134583333332
"18167",7.6,6.76182083333332
"18169",9,7.66003333333335
"18171",8.5,7.7051583333333
"18173",7,6.40495416666667
"18175",8.4,7.7453625
"18177",8.8,7.87790833333336
"18179",7.9,7.29862500000001
"18181",8.8,7.51188333333333
"18183",7.6,7.36177083333334
"19001",8.3,7.56849583333332
"19003",8.5,7.58302083333332
"19005",8.8,8.09780833333332
"19007",9.3,8.53327499999998
"19009",8.7,8.152225
"19011",7.8,6.62800416666667
"19013",6.9,5.96282083333334
"19015",6.6,6.48875416666665
"19017",6.7,5.97108333333333
"19019",7.4,6.66637083333333
"19021",6.8,6.41453333333334
"19023",8.3,7.58339583333334
"19025",8.3,7.32562083333333
"19027",7.7,7.17174999999999
"19029",8.6,7.77094583333334
"19031",7.2,6.7535875
"19033",8.3,7.0857875
"19035",8.7,7.86385833333333
"19037",8.4,7.22655416666666
"19039",8.2,7.77571666666665
"19041",7.6,7.08262916666666
